community	medium	receiver	donor	compound	scs	mus	mps	smetana
all	minimal	B_bin.10	B_bin.24	M_gal_e	0.04	0.02	1	0.0008
all	minimal	B_bin.10	B_bin.24	M_h2s_e	0.04	0.17	1	0.0068000000000000005
all	minimal	B_bin.10	B_bin.24	M_nh4_e	0.04	0.02	1	0.0008
all	minimal	B_bin.10	B_bin.24	M_pnto__R_e	0.04	0.62	1	0.0248
all	minimal	B_bin.10	B_bin.25	M_bz_e	0.04	0.04	1	0.0016
all	minimal	B_bin.10	B_bin.25	M_fe2_e	0.04	0.01	1	0.0004
all	minimal	B_bin.10	B_bin.25	M_fe3_e	0.04	0.12	1	0.0048
all	minimal	B_bin.10	B_bin.25	M_h2s_e	0.04	0.17	1	0.0068000000000000005
all	minimal	B_bin.10	B_bin.25	M_h_e	0.04	0.02	1	0.0008
all	minimal	B_bin.10	B_bin.25	M_istfrnB_e	0.04	0.01	1	0.0004
all	minimal	B_bin.10	B_bin.25	M_mal__L_e	0.04	0.85	1	0.034
all	minimal	B_bin.10	B_bin.25	M_nh4_e	0.04	0.02	1	0.0008
all	minimal	B_bin.10	B_bin.25	M_ura_e	0.04	0.01	1	0.0004
all	minimal	B_bin.10	B_bin.26	M_fe2_e	0.06	0.01	1	0.0006
all	minimal	B_bin.10	B_bin.26	M_fe3_e	0.06	0.12	1	0.0072
all	minimal	B_bin.10	B_bin.26	M_h2s_e	0.06	0.17	1	0.0102
all	minimal	B_bin.10	B_bin.26	M_h_e	0.06	0.02	1	0.0012
all	minimal	B_bin.10	B_bin.26	M_istfrnB_e	0.06	0.01	1	0.0006
all	minimal	B_bin.10	B_bin.26	M_nh4_e	0.06	0.02	1	0.0012
all	minimal	B_bin.10	B_bin.28	M_fe2_e	0.66	0.01	1	0.006600000000000001
all	minimal	B_bin.10	B_bin.28	M_fe3_e	0.66	0.12	1	0.0792
all	minimal	B_bin.10	B_bin.28	M_glyc3p_e	0.66	1.0	1	0.66
all	minimal	B_bin.10	B_bin.28	M_h2s_e	0.66	0.17	1	0.11220000000000001
all	minimal	B_bin.10	B_bin.28	M_h_e	0.66	0.02	1	0.013200000000000002
all	minimal	B_bin.10	B_bin.28	M_istfrnB_e	0.66	0.01	1	0.006600000000000001
all	minimal	B_bin.10	B_bin.28	M_mal__L_e	0.66	0.85	1	0.561
all	minimal	B_bin.10	B_bin.28	M_nh4_e	0.66	0.02	1	0.013200000000000002
all	minimal	B_bin.10	B_bin.28	M_ser__L_e	0.66	0.1	1	0.066
all	minimal	B_bin.10	B_bin.29	M_fe2_e	0.2	0.01	1	0.002
all	minimal	B_bin.10	B_bin.29	M_fe3_e	0.2	0.12	1	0.024
all	minimal	B_bin.10	B_bin.29	M_glyc3p_e	0.2	1.0	1	0.2
all	minimal	B_bin.10	B_bin.29	M_h2s_e	0.2	0.17	1	0.034
all	minimal	B_bin.10	B_bin.29	M_h_e	0.2	0.02	1	0.004
all	minimal	B_bin.10	B_bin.29	M_istfrnB_e	0.2	0.01	1	0.002
all	minimal	B_bin.10	B_bin.29	M_lys__L_e	0.2	0.02	1	0.004
all	minimal	B_bin.10	B_bin.29	M_mal__L_e	0.2	0.85	1	0.17
all	minimal	B_bin.10	B_bin.29	M_nh4_e	0.2	0.02	1	0.004
all	minimal	B_bin.10	B_bin.29	M_o2_e	0.2	0.08	1	0.016
all	minimal	B_bin.10	B_bin.29	M_ser__L_e	0.2	0.1	1	0.020000000000000004
all	minimal	B_bin.10	B_bin.29	M_ura_e	0.2	0.01	1	0.002
all	minimal	B_bin.10	B_bin.3	M_fe2_e	0.01	0.01	1	0.0001
all	minimal	B_bin.10	B_bin.3	M_fe3_e	0.01	0.12	1	0.0012
all	minimal	B_bin.10	B_bin.3	M_h_e	0.01	0.02	1	0.0002
all	minimal	B_bin.10	B_bin.3	M_istfrnB_e	0.01	0.01	1	0.0001
all	minimal	B_bin.10	B_bin.3	M_mal__L_e	0.01	0.85	1	0.0085
all	minimal	B_bin.10	B_bin.3	M_nh4_e	0.01	0.02	1	0.0002
all	minimal	B_bin.10	B_bin.31	M_fe2_e	0.11	0.01	1	0.0011
all	minimal	B_bin.10	B_bin.31	M_fe3_e	0.11	0.12	1	0.0132
all	minimal	B_bin.10	B_bin.31	M_glyc3p_e	0.11	1.0	1	0.11
all	minimal	B_bin.10	B_bin.31	M_h_e	0.11	0.02	1	0.0022
all	minimal	B_bin.10	B_bin.31	M_istfrnB_e	0.11	0.01	1	0.0011
all	minimal	B_bin.10	B_bin.31	M_mal__L_e	0.11	0.85	1	0.0935
all	minimal	B_bin.10	B_bin.31	M_nh4_e	0.11	0.02	1	0.0022
all	minimal	B_bin.10	B_bin.31	M_ser__L_e	0.11	0.1	1	0.011000000000000001
all	minimal	B_bin.10	B_bin.32	M_fe2_e	0.01	0.01	1	0.0001
all	minimal	B_bin.10	B_bin.32	M_fe3_e	0.01	0.12	1	0.0012
all	minimal	B_bin.10	B_bin.32	M_gal_e	0.01	0.02	1	0.0002
all	minimal	B_bin.10	B_bin.32	M_glyc3p_e	0.01	1.0	1	0.01
all	minimal	B_bin.10	B_bin.32	M_h_e	0.01	0.02	1	0.0002
all	minimal	B_bin.10	B_bin.32	M_istfrnB_e	0.01	0.01	1	0.0001
all	minimal	B_bin.10	B_bin.32	M_mal__L_e	0.01	0.85	1	0.0085
all	minimal	B_bin.10	B_bin.32	M_nh4_e	0.01	0.02	1	0.0002
all	minimal	B_bin.10	B_bin.32	M_o2_e	0.01	0.08	1	0.0008
all	minimal	B_bin.10	B_bin.32	M_ura_e	0.01	0.01	1	0.0001
all	minimal	B_bin.10	B_bin.33	M_fe3_e	0.02	0.12	1	0.0024
all	minimal	B_bin.10	B_bin.33	M_nh4_e	0.02	0.02	1	0.0004
all	minimal	B_bin.10	B_bin.34	M_bz_e	0.1	0.04	1	0.004
all	minimal	B_bin.10	B_bin.34	M_fe3_e	0.1	0.12	1	0.012
all	minimal	B_bin.10	B_bin.34	M_h2s_e	0.1	0.17	1	0.017
all	minimal	B_bin.10	B_bin.34	M_h_e	0.1	0.02	1	0.002
all	minimal	B_bin.10	B_bin.34	M_mal__L_e	0.1	0.85	1	0.085
all	minimal	B_bin.10	B_bin.34	M_nac_e	0.1	1.0	1	0.1
all	minimal	B_bin.10	B_bin.34	M_nh4_e	0.1	0.02	1	0.002
all	minimal	B_bin.10	B_bin.34	M_o2_e	0.1	0.08	1	0.008
all	minimal	B_bin.10	B_bin.37	M_cys__L_e	0.13	0.8	1	0.10400000000000001
all	minimal	B_bin.10	B_bin.37	M_fe2_e	0.13	0.01	1	0.0013000000000000002
all	minimal	B_bin.10	B_bin.37	M_fe3_e	0.13	0.12	1	0.0156
all	minimal	B_bin.10	B_bin.37	M_glyc3p_e	0.13	1.0	1	0.13
all	minimal	B_bin.10	B_bin.37	M_h2s_e	0.13	0.17	1	0.0221
all	minimal	B_bin.10	B_bin.37	M_h_e	0.13	0.02	1	0.0026000000000000003
all	minimal	B_bin.10	B_bin.37	M_nh4_e	0.13	0.02	1	0.0026000000000000003
all	minimal	B_bin.10	B_bin.37	M_o2_e	0.13	0.08	1	0.010400000000000001
all	minimal	B_bin.10	B_bin.37	M_ser__L_e	0.13	0.1	1	0.013000000000000001
all	minimal	B_bin.10	B_bin.37	M_ura_e	0.13	0.01	1	0.0013000000000000002
all	minimal	B_bin.10	B_bin.5	M_fe2_e	0.01	0.01	1	0.0001
all	minimal	B_bin.10	B_bin.5	M_fe3_e	0.01	0.12	1	0.0012
all	minimal	B_bin.10	B_bin.5	M_h2s_e	0.01	0.17	1	0.0017000000000000001
all	minimal	B_bin.10	B_bin.5	M_nh4_e	0.01	0.02	1	0.0002
all	minimal	B_bin.10	B_bin.5	M_ura_e	0.01	0.01	1	0.0001
all	minimal	B_bin.10	B_bin.6	M_fe2_e	1.0	0.01	1	0.01
all	minimal	B_bin.10	B_bin.6	M_fe3_e	1.0	0.12	1	0.12
all	minimal	B_bin.10	B_bin.6	M_glu__L_e	1.0	1.0	1	1.0
all	minimal	B_bin.10	B_bin.6	M_h2s_e	1.0	0.17	1	0.17
all	minimal	B_bin.10	B_bin.6	M_h_e	1.0	0.02	1	0.02
all	minimal	B_bin.10	B_bin.6	M_his__L_e	1.0	1.0	1	1.0
all	minimal	B_bin.10	B_bin.6	M_lys__L_e	1.0	0.02	1	0.02
all	minimal	B_bin.10	B_bin.6	M_nh4_e	1.0	0.02	1	0.02
all	minimal	B_bin.10	B_bin.7	M_arg__L_e	1.0	0.98	1	0.98
all	minimal	B_bin.10	B_bin.7	M_bz_e	1.0	0.04	1	0.04
all	minimal	B_bin.10	B_bin.7	M_fe3_e	1.0	0.12	1	0.12
all	minimal	B_bin.10	B_bin.7	M_glu__L_e	1.0	1.0	1	1.0
all	minimal	B_bin.10	B_bin.7	M_h2s_e	1.0	0.17	1	0.17
all	minimal	B_bin.10	B_bin.7	M_h_e	1.0	0.02	1	0.02
all	minimal	B_bin.10	B_bin.7	M_lys__L_e	1.0	0.02	1	0.02
all	minimal	B_bin.10	B_bin.7	M_mal__L_e	1.0	0.85	1	0.85
all	minimal	B_bin.10	B_bin.7	M_nh4_e	1.0	0.02	1	0.02
all	minimal	B_bin.10	B_bin.7	M_o2_e	1.0	0.08	1	0.08
all	minimal	B_bin.10	B_bin.8	M_fe2_e	0.29	0.01	1	0.0029
all	minimal	B_bin.10	B_bin.8	M_fe3_e	0.29	0.12	1	0.0348
all	minimal	B_bin.10	B_bin.8	M_glyc3p_e	0.29	1.0	1	0.29
all	minimal	B_bin.10	B_bin.8	M_h2s_e	0.29	0.17	1	0.049300000000000004
all	minimal	B_bin.10	B_bin.8	M_h_e	0.29	0.02	1	0.0058
all	minimal	B_bin.10	B_bin.8	M_istfrnB_e	0.29	0.01	1	0.0029
all	minimal	B_bin.10	B_bin.8	M_lys__L_e	0.29	0.02	1	0.0058
all	minimal	B_bin.10	B_bin.8	M_nh4_e	0.29	0.02	1	0.0058
all	minimal	B_bin.10	B_bin.8	M_o2_e	0.29	0.08	1	0.0232
all	minimal	B_bin.10	B_bin.8	M_ser__L_e	0.29	0.1	1	0.028999999999999998
all	minimal	B_bin.10	B_bin.8	M_ura_e	0.29	0.01	1	0.0029
all	minimal	B_bin.10	B_bin.9	M_bz_e	0.01	0.04	1	0.0004
all	minimal	B_bin.10	B_bin.9	M_fe2_e	0.01	0.01	1	0.0001
all	minimal	B_bin.10	B_bin.9	M_fe3_e	0.01	0.12	1	0.0012
all	minimal	B_bin.10	B_bin.9	M_h2s_e	0.01	0.17	1	0.0017000000000000001
all	minimal	B_bin.10	B_bin.9	M_h_e	0.01	0.02	1	0.0002
all	minimal	B_bin.10	B_bin.9	M_istfrnB_e	0.01	0.01	1	0.0001
all	minimal	B_bin.10	B_bin.9	M_mal__L_e	0.01	0.85	1	0.0085
all	minimal	B_bin.10	B_bin.9	M_nh4_e	0.01	0.02	1	0.0002
all	minimal	B_bin.10	B_bin.9	M_ura_e	0.01	0.01	1	0.0001
all	minimal	B_bin.11	B_bin.1	M_acald_e	0.07	1.0	1	0.07
all	minimal	B_bin.11	B_bin.1	M_cys__L_e	0.07	0.1	1	0.007000000000000001
all	minimal	B_bin.11	B_bin.1	M_fe3_e	0.07	0.02	1	0.0014000000000000002
all	minimal	B_bin.11	B_bin.1	M_glc__D_e	0.07	0.18	1	0.0126
all	minimal	B_bin.11	B_bin.1	M_glyc_e	0.07	0.08	1	0.005600000000000001
all	minimal	B_bin.11	B_bin.1	M_gua_e	0.07	0.02	1	0.0014000000000000002
all	minimal	B_bin.11	B_bin.1	M_h2o_e	0.07	0.07	1	0.004900000000000001
all	minimal	B_bin.11	B_bin.1	M_h_e	0.07	0.85	1	0.059500000000000004
all	minimal	B_bin.11	B_bin.1	M_o2_e	0.07	1.0	1	0.07
all	minimal	B_bin.11	B_bin.1	M_pi_e	0.07	0.96	1	0.06720000000000001
all	minimal	B_bin.11	B_bin.1	M_thm_e	0.07	0.01	1	0.0007000000000000001
all	minimal	B_bin.11	B_bin.10	M_acald_e	0.55	1.0	1	0.55
all	minimal	B_bin.11	B_bin.10	M_fe2_e	0.55	0.98	1	0.539
all	minimal	B_bin.11	B_bin.10	M_fe3_e	0.55	0.02	1	0.011000000000000001
all	minimal	B_bin.11	B_bin.10	M_gal_e	0.55	0.4	1	0.22000000000000003
all	minimal	B_bin.11	B_bin.10	M_glyc_e	0.55	0.08	1	0.044000000000000004
all	minimal	B_bin.11	B_bin.10	M_h2o_e	0.55	0.07	1	0.038500000000000006
all	minimal	B_bin.11	B_bin.10	M_h_e	0.55	0.85	1	0.4675
all	minimal	B_bin.11	B_bin.10	M_o2_e	0.55	1.0	1	0.55
all	minimal	B_bin.11	B_bin.10	M_pi_e	0.55	0.96	1	0.528
all	minimal	B_bin.11	B_bin.10	M_thm_e	0.55	0.01	1	0.0055000000000000005
all	minimal	B_bin.11	B_bin.12	M_acald_e	0.05	1.0	1	0.05
all	minimal	B_bin.11	B_bin.12	M_fe2_e	0.05	0.98	1	0.049
all	minimal	B_bin.11	B_bin.12	M_fe3_e	0.05	0.02	1	0.001
all	minimal	B_bin.11	B_bin.12	M_glyc_e	0.05	0.08	1	0.004
all	minimal	B_bin.11	B_bin.12	M_gua_e	0.05	0.02	1	0.001
all	minimal	B_bin.11	B_bin.12	M_h2o_e	0.05	0.07	1	0.0035000000000000005
all	minimal	B_bin.11	B_bin.12	M_h_e	0.05	0.85	1	0.0425
all	minimal	B_bin.11	B_bin.12	M_istfrnA_e	0.05	0.02	1	0.001
all	minimal	B_bin.11	B_bin.12	M_o2_e	0.05	1.0	1	0.05
all	minimal	B_bin.11	B_bin.12	M_pi_e	0.05	0.96	1	0.048
all	minimal	B_bin.11	B_bin.12	M_thm_e	0.05	0.01	1	0.0005
all	minimal	B_bin.11	B_bin.14	M_ac_e	0.05	0.03	1	0.0015
all	minimal	B_bin.11	B_bin.14	M_acald_e	0.05	1.0	1	0.05
all	minimal	B_bin.11	B_bin.14	M_cellb_e	0.05	0.35	1	0.017499999999999998
all	minimal	B_bin.11	B_bin.14	M_fe2_e	0.05	0.98	1	0.049
all	minimal	B_bin.11	B_bin.14	M_fe3_e	0.05	0.02	1	0.001
all	minimal	B_bin.11	B_bin.14	M_glc__D_e	0.05	0.18	1	0.009
all	minimal	B_bin.11	B_bin.14	M_glyc_e	0.05	0.08	1	0.004
all	minimal	B_bin.11	B_bin.14	M_h2o_e	0.05	0.07	1	0.0035000000000000005
all	minimal	B_bin.11	B_bin.14	M_h_e	0.05	0.85	1	0.0425
all	minimal	B_bin.11	B_bin.14	M_istfrnA_e	0.05	0.02	1	0.001
all	minimal	B_bin.11	B_bin.14	M_o2_e	0.05	1.0	1	0.05
all	minimal	B_bin.11	B_bin.14	M_thm_e	0.05	0.01	1	0.0005
all	minimal	B_bin.11	B_bin.15	M_ac_e	0.05	0.03	1	0.0015
all	minimal	B_bin.11	B_bin.15	M_acald_e	0.05	1.0	1	0.05
all	minimal	B_bin.11	B_bin.15	M_fe2_e	0.05	0.98	1	0.049
all	minimal	B_bin.11	B_bin.15	M_fe3_e	0.05	0.02	1	0.001
all	minimal	B_bin.11	B_bin.15	M_h2o_e	0.05	0.07	1	0.0035000000000000005
all	minimal	B_bin.11	B_bin.15	M_h_e	0.05	0.85	1	0.0425
all	minimal	B_bin.11	B_bin.15	M_istfrnA_e	0.05	0.02	1	0.001
all	minimal	B_bin.11	B_bin.17	M_acald_e	0.05	1.0	1	0.05
all	minimal	B_bin.11	B_bin.17	M_acgam1p_e	0.05	0.07	1	0.0035000000000000005
all	minimal	B_bin.11	B_bin.17	M_cys__L_e	0.05	0.1	1	0.005000000000000001
all	minimal	B_bin.11	B_bin.17	M_fe3_e	0.05	0.02	1	0.001
all	minimal	B_bin.11	B_bin.17	M_glc__D_e	0.05	0.18	1	0.009
all	minimal	B_bin.11	B_bin.17	M_glyc_e	0.05	0.08	1	0.004
all	minimal	B_bin.11	B_bin.17	M_gua_e	0.05	0.02	1	0.001
all	minimal	B_bin.11	B_bin.17	M_h2o_e	0.05	0.07	1	0.0035000000000000005
all	minimal	B_bin.11	B_bin.17	M_h_e	0.05	0.85	1	0.0425
all	minimal	B_bin.11	B_bin.17	M_o2_e	0.05	1.0	1	0.05
all	minimal	B_bin.11	B_bin.17	M_pi_e	0.05	0.96	1	0.048
all	minimal	B_bin.11	B_bin.17	M_thm_e	0.05	0.01	1	0.0005
all	minimal	B_bin.11	B_bin.18	M_acald_e	0.05	1.0	1	0.05
all	minimal	B_bin.11	B_bin.18	M_fe2_e	0.05	0.98	1	0.049
all	minimal	B_bin.11	B_bin.18	M_fe3_e	0.05	0.02	1	0.001
all	minimal	B_bin.11	B_bin.18	M_glyc_e	0.05	0.08	1	0.004
all	minimal	B_bin.11	B_bin.18	M_gua_e	0.05	0.02	1	0.001
all	minimal	B_bin.11	B_bin.18	M_h2o_e	0.05	0.07	1	0.0035000000000000005
all	minimal	B_bin.11	B_bin.18	M_h_e	0.05	0.85	1	0.0425
all	minimal	B_bin.11	B_bin.18	M_istfrnA_e	0.05	0.02	1	0.001
all	minimal	B_bin.11	B_bin.18	M_o2_e	0.05	1.0	1	0.05
all	minimal	B_bin.11	B_bin.18	M_pi_e	0.05	0.96	1	0.048
all	minimal	B_bin.11	B_bin.18	M_thm_e	0.05	0.01	1	0.0005
all	minimal	B_bin.11	B_bin.20	M_fe2_e	0.05	0.98	1	0.049
all	minimal	B_bin.11	B_bin.20	M_fe3_e	0.05	0.02	1	0.001
all	minimal	B_bin.11	B_bin.20	M_glc__D_e	0.05	0.18	1	0.009
all	minimal	B_bin.11	B_bin.20	M_glu__L_e	0.05	0.25	1	0.0125
all	minimal	B_bin.11	B_bin.20	M_h2o_e	0.05	0.07	1	0.0035000000000000005
all	minimal	B_bin.11	B_bin.20	M_h_e	0.05	0.85	1	0.0425
all	minimal	B_bin.11	B_bin.20	M_istfrnA_e	0.05	0.02	1	0.001
all	minimal	B_bin.11	B_bin.20	M_leu__L_e	0.05	0.03	1	0.0015
all	minimal	B_bin.11	B_bin.20	M_thr__L_e	0.05	0.01	1	0.0005
all	minimal	B_bin.11	B_bin.21	M_ac_e	0.05	0.03	1	0.0015
all	minimal	B_bin.11	B_bin.21	M_acald_e	0.05	1.0	1	0.05
all	minimal	B_bin.11	B_bin.21	M_cys__L_e	0.05	0.1	1	0.005000000000000001
all	minimal	B_bin.11	B_bin.21	M_fe2_e	0.05	0.98	1	0.049
all	minimal	B_bin.11	B_bin.21	M_fe3_e	0.05	0.02	1	0.001
all	minimal	B_bin.11	B_bin.21	M_gua_e	0.05	0.02	1	0.001
all	minimal	B_bin.11	B_bin.21	M_h2o_e	0.05	0.07	1	0.0035000000000000005
all	minimal	B_bin.11	B_bin.21	M_h_e	0.05	0.85	1	0.0425
all	minimal	B_bin.11	B_bin.21	M_istfrnA_e	0.05	0.02	1	0.001
all	minimal	B_bin.11	B_bin.23	M_acald_e	0.05	1.0	1	0.05
all	minimal	B_bin.11	B_bin.23	M_arg__L_e	0.05	1.0	1	0.05
all	minimal	B_bin.11	B_bin.23	M_fe2_e	0.05	0.98	1	0.049
all	minimal	B_bin.11	B_bin.23	M_fe3_e	0.05	0.02	1	0.001
all	minimal	B_bin.11	B_bin.23	M_glyc_e	0.05	0.08	1	0.004
all	minimal	B_bin.11	B_bin.23	M_gua_e	0.05	0.02	1	0.001
all	minimal	B_bin.11	B_bin.23	M_h2o_e	0.05	0.07	1	0.0035000000000000005
all	minimal	B_bin.11	B_bin.23	M_h_e	0.05	0.85	1	0.0425
all	minimal	B_bin.11	B_bin.23	M_hxan_e	0.05	0.02	1	0.001
all	minimal	B_bin.11	B_bin.23	M_leu__L_e	0.05	0.03	1	0.0015
all	minimal	B_bin.11	B_bin.23	M_o2_e	0.05	1.0	1	0.05
all	minimal	B_bin.11	B_bin.23	M_pi_e	0.05	0.96	1	0.048
all	minimal	B_bin.11	B_bin.23	M_thm_e	0.05	0.01	1	0.0005
all	minimal	B_bin.11	B_bin.24	M_acald_e	0.04	1.0	1	0.04
all	minimal	B_bin.11	B_bin.24	M_fe2_e	0.04	0.98	1	0.0392
all	minimal	B_bin.11	B_bin.24	M_fe3_e	0.04	0.02	1	0.0008
all	minimal	B_bin.11	B_bin.24	M_gal_e	0.04	0.4	1	0.016
all	minimal	B_bin.11	B_bin.24	M_glc__D_e	0.04	0.18	1	0.0072
all	minimal	B_bin.11	B_bin.24	M_glyc_e	0.04	0.08	1	0.0032
all	minimal	B_bin.11	B_bin.24	M_h2o_e	0.04	0.07	1	0.0028000000000000004
all	minimal	B_bin.11	B_bin.25	M_ac_e	0.04	0.03	1	0.0012
all	minimal	B_bin.11	B_bin.25	M_acald_e	0.04	1.0	1	0.04
all	minimal	B_bin.11	B_bin.25	M_fe2_e	0.04	0.98	1	0.0392
all	minimal	B_bin.11	B_bin.25	M_fe3_e	0.04	0.02	1	0.0008
all	minimal	B_bin.11	B_bin.25	M_h2o_e	0.04	0.07	1	0.0028000000000000004
all	minimal	B_bin.11	B_bin.25	M_h_e	0.04	0.85	1	0.034
all	minimal	B_bin.11	B_bin.25	M_hxan_e	0.04	0.02	1	0.0008
all	minimal	B_bin.11	B_bin.25	M_istfrnA_e	0.04	0.02	1	0.0008
all	minimal	B_bin.11	B_bin.25	M_met__D_e	0.04	0.27	1	0.0108
all	minimal	B_bin.11	B_bin.25	M_pi_e	0.04	0.96	1	0.0384
all	minimal	B_bin.11	B_bin.26	M_ac_e	0.04	0.03	1	0.0012
all	minimal	B_bin.11	B_bin.26	M_acald_e	0.04	1.0	1	0.04
all	minimal	B_bin.11	B_bin.26	M_fe2_e	0.04	0.98	1	0.0392
all	minimal	B_bin.11	B_bin.26	M_fe3_e	0.04	0.02	1	0.0008
all	minimal	B_bin.11	B_bin.26	M_h2o_e	0.04	0.07	1	0.0028000000000000004
all	minimal	B_bin.11	B_bin.26	M_h_e	0.04	0.85	1	0.034
all	minimal	B_bin.11	B_bin.26	M_istfrnA_e	0.04	0.02	1	0.0008
all	minimal	B_bin.11	B_bin.28	M_ac_e	0.07	0.03	1	0.0021000000000000003
all	minimal	B_bin.11	B_bin.28	M_acald_e	0.07	1.0	1	0.07
all	minimal	B_bin.11	B_bin.28	M_fe2_e	0.07	0.98	1	0.06860000000000001
all	minimal	B_bin.11	B_bin.28	M_fe3_e	0.07	0.02	1	0.0014000000000000002
all	minimal	B_bin.11	B_bin.28	M_glc__D_e	0.07	0.18	1	0.0126
all	minimal	B_bin.11	B_bin.28	M_glyc_e	0.07	0.08	1	0.005600000000000001
all	minimal	B_bin.11	B_bin.28	M_h2o_e	0.07	0.07	1	0.004900000000000001
all	minimal	B_bin.11	B_bin.28	M_h_e	0.07	0.85	1	0.059500000000000004
all	minimal	B_bin.11	B_bin.28	M_istfrnA_e	0.07	0.02	1	0.0014000000000000002
all	minimal	B_bin.11	B_bin.29	M_acald_e	0.26	1.0	1	0.26
all	minimal	B_bin.11	B_bin.29	M_ala__L_e	0.26	1.0	1	0.26
all	minimal	B_bin.11	B_bin.29	M_fe2_e	0.26	0.98	1	0.2548
all	minimal	B_bin.11	B_bin.29	M_fe3_e	0.26	0.02	1	0.005200000000000001
all	minimal	B_bin.11	B_bin.29	M_glyc_e	0.26	0.08	1	0.020800000000000003
all	minimal	B_bin.11	B_bin.29	M_h2o_e	0.26	0.07	1	0.0182
all	minimal	B_bin.11	B_bin.29	M_h_e	0.26	0.85	1	0.221
all	minimal	B_bin.11	B_bin.29	M_istfrnA_e	0.26	0.02	1	0.005200000000000001
all	minimal	B_bin.11	B_bin.29	M_o2_e	0.26	1.0	1	0.26
all	minimal	B_bin.11	B_bin.29	M_thm_e	0.26	0.01	1	0.0026000000000000003
all	minimal	B_bin.11	B_bin.3	M_acald_e	0.04	1.0	1	0.04
all	minimal	B_bin.11	B_bin.3	M_fe2_e	0.04	0.98	1	0.0392
all	minimal	B_bin.11	B_bin.3	M_fe3_e	0.04	0.02	1	0.0008
all	minimal	B_bin.11	B_bin.3	M_h2o_e	0.04	0.07	1	0.0028000000000000004
all	minimal	B_bin.11	B_bin.3	M_h_e	0.04	0.85	1	0.034
all	minimal	B_bin.11	B_bin.3	M_istfrnA_e	0.04	0.02	1	0.0008
all	minimal	B_bin.11	B_bin.3	M_met__D_e	0.04	0.27	1	0.0108
all	minimal	B_bin.11	B_bin.31	M_fe2_e	0.14	0.98	1	0.13720000000000002
all	minimal	B_bin.11	B_bin.31	M_fe3_e	0.14	0.02	1	0.0028000000000000004
all	minimal	B_bin.11	B_bin.31	M_h2o_e	0.14	0.07	1	0.009800000000000001
all	minimal	B_bin.11	B_bin.31	M_h_e	0.14	0.85	1	0.11900000000000001
all	minimal	B_bin.11	B_bin.31	M_istfrnA_e	0.14	0.02	1	0.0028000000000000004
all	minimal	B_bin.11	B_bin.32	M_acald_e	0.04	1.0	1	0.04
all	minimal	B_bin.11	B_bin.32	M_fe2_e	0.04	0.98	1	0.0392
all	minimal	B_bin.11	B_bin.32	M_fe3_e	0.04	0.02	1	0.0008
all	minimal	B_bin.11	B_bin.32	M_gal_e	0.04	0.4	1	0.016
all	minimal	B_bin.11	B_bin.32	M_glyc_e	0.04	0.08	1	0.0032
all	minimal	B_bin.11	B_bin.32	M_gua_e	0.04	0.02	1	0.0008
all	minimal	B_bin.11	B_bin.32	M_h2o_e	0.04	0.07	1	0.0028000000000000004
all	minimal	B_bin.11	B_bin.32	M_h_e	0.04	0.85	1	0.034
all	minimal	B_bin.11	B_bin.32	M_istfrnA_e	0.04	0.02	1	0.0008
all	minimal	B_bin.11	B_bin.32	M_o2_e	0.04	1.0	1	0.04
all	minimal	B_bin.11	B_bin.32	M_pi_e	0.04	0.96	1	0.0384
all	minimal	B_bin.11	B_bin.32	M_thm_e	0.04	0.01	1	0.0004
all	minimal	B_bin.11	B_bin.33	M_ac_e	0.04	0.03	1	0.0012
all	minimal	B_bin.11	B_bin.33	M_acald_e	0.04	1.0	1	0.04
all	minimal	B_bin.11	B_bin.33	M_acgam1p_e	0.04	0.07	1	0.0028000000000000004
all	minimal	B_bin.11	B_bin.33	M_fe3_e	0.04	0.02	1	0.0008
all	minimal	B_bin.11	B_bin.33	M_h2o_e	0.04	0.07	1	0.0028000000000000004
all	minimal	B_bin.11	B_bin.33	M_hxan_e	0.04	0.02	1	0.0008
all	minimal	B_bin.11	B_bin.34	M_acald_e	0.04	1.0	1	0.04
all	minimal	B_bin.11	B_bin.34	M_fe3_e	0.04	0.02	1	0.0008
all	minimal	B_bin.11	B_bin.34	M_gua_e	0.04	0.02	1	0.0008
all	minimal	B_bin.11	B_bin.34	M_h2o_e	0.04	0.07	1	0.0028000000000000004
all	minimal	B_bin.11	B_bin.34	M_h_e	0.04	0.85	1	0.034
all	minimal	B_bin.11	B_bin.34	M_o2_e	0.04	1.0	1	0.04
all	minimal	B_bin.11	B_bin.34	M_pi_e	0.04	0.96	1	0.0384
all	minimal	B_bin.11	B_bin.34	M_thm_e	0.04	0.01	1	0.0004
all	minimal	B_bin.11	B_bin.37	M_acald_e	0.65	1.0	1	0.65
all	minimal	B_bin.11	B_bin.37	M_acgam1p_e	0.65	0.07	1	0.045500000000000006
all	minimal	B_bin.11	B_bin.37	M_cys__L_e	0.65	0.1	1	0.065
all	minimal	B_bin.11	B_bin.37	M_fe2_e	0.65	0.98	1	0.637
all	minimal	B_bin.11	B_bin.37	M_fe3_e	0.65	0.02	1	0.013000000000000001
all	minimal	B_bin.11	B_bin.37	M_glc__D_e	0.65	0.18	1	0.11699999999999999
all	minimal	B_bin.11	B_bin.37	M_glyc_e	0.65	0.08	1	0.052000000000000005
all	minimal	B_bin.11	B_bin.37	M_gua_e	0.65	0.02	1	0.013000000000000001
